
31-DEC-15

"PERMIT","PROCESSOR NAME","PLANT LOCATION","ENDORSEMENT","PRIMARY OWNER","ADDRESS 1","ADDRESS 2","CITY","STATE","ZIP CODE"
"5376","E.C. PHILLIPS & SON, INC.			 ","KETCHIKAN,AK","SHP","E.C. PHILLIPS & SON, INC.			  ","PO BOX 7095","","KETCHIKAN","AK","99901"
"5383","FAVCO, INC.					 ","ANCHORAGE,AK","SHP","FAVRETTO, GREGORY J					      ","PO BOX 190968","","ANCHORAGE","AK","99519-0968"
"5386","FISHHAWK FISHERIES, INC.			 ","ASTORIA,OR","SHP","FICK, STEVE E						    ","PO BOX 715","","ASTORIA","OR","97103"
"5392","INTERNATIONAL SEAFOOD OF ALASKA, INC.		 ","KODIAK,AK","SHP","TRUE WORLD HOLDINGS LLC			       ","192 NICKERSON ST #302","","SEATTLE","WA","98109-1632"
"5419","INLET FISH PRODUCERS, INC.			 ","KENAI,AK","SHP","WILD PACIFIC SALMON, INC			      ","PO BOX 114","","KENAI","AK","99611"
"5435","COASTAL COLD STORAGE, INC.			 ","PETERSBURG,AK","SHP","EINERSON, GREG L					       ","PO BOX 307","","PETERSBURG","AK","99833"
"5442","PACIFIC STAR SEAFOODS, INC.			 ","KENAI,AK","SHP","PACIFIC STAR SEAFOODS, INC.		      ","PO BOX 190","","KENAI","AK","99611"
"5470","10TH & M SEAFOODS				 ","ANCHORAGE,AK","SHP","ALASKA SEA PACK, INC.				  ","1020 M ST","","ANCHORAGE","AK","99501"
"5523","SEA LEVEL SEAFOODS, LLC 			 ","WRANGELL,AK","SHP","SEA LEVEL SEAFOODS, LLC 			 ","PO BOX 2085","","WRANGELL","AK","99929"
"5797","ALASKAN PREMIER SEAFOODS			 ","HYDER,AK","SHP","SIMPSON, JAMES E SR					  ","PO BOX 45","","HYDER","AK","99923"
"5925","R & J SEAFOODS					 ","KASILOF,AK","SHP","MEIER, RANDY						    ","PO BOX 165","","KASILOF","AK","99610"
"5945","ALASKA GLACIER SEAFOODS, INC.			 ","JUNEAU,AK","SHP","ERICKSON, MIKE J						   ","PO BOX 34363","","JUNEAU","AK","99803-4363"
"6293","COPPER RIVER SEAFOODS, INC.			 ","CORDOVA,AK","SHP","COPPER RIVER SEAFOODS, INC.			","1118 E 5TH AVENUE","","ANCHORAGE","AK","99501"
"7061","TONKA SEAFOODS, INC.				 ","PETERSBURG,AK","SHP","GILBERT, WENDEL					       ","PO BOX 1101","","PETERSBURG","AK","99833"
"7124","SNUG HARBOR SEAFOODS, INC.			 ","KENAI,AK","SHP","DALE, PAUL D						  ","PO BOX 701","","KENAI","AK","99611"

"Endorsement Codes: BSA=Bering Sea/Aleutian Islands   GOA=Gulf of Alaska   CAT=Catcher Vessel"

"CPR=Catcher/Processor	 MTH=Mothership, 3-200	 SFP=Stationary Floating Processor"

"SUP=Support Vessel   TEN=Tender   HAL=Hook and Line   JIG=Jig/Troll   POT=Pot	 TRW=Trawl"

"1HLA542=Atka Mackerel 1st HLA 542 1HLA543=Atka Mackerel 1st HLA 543   2HLA542=Atka Mackerel 2nd HLA 542"

"2HLA543=Atka Mackerel 2nd HLA 543   GOI=GOA Inshore Processing CHL=PCod Hook and Line"

"CPT=PCod Pot	CTW=PCod Trawl	 PHL=Pollock Hook and Line   PPT=Pollock Pot   PTW=Pollock Trawl"

"AHL=Atka Mackerel Hook and Line   APT=Atka Mackerel Pot   ATW=Atka Mackerel Trawl"
