
"PERMIT","PROCESSOR NAME","PLANT LOCATION","ENDORSEMENT","PRIMARY OWNER","ADDRESS 1","ADDRESS 2","CITY","STATE","ZIP CODE"
"5523","SEA LEVEL SEAFOODS, LLC 			 ","WRANGELL,AK","SHP","SEA LEVEL SEAFOODS, LLC 			 ","PO BOX 2085","","WRANGELL","AK","99929"
"5797","ALASKAN PREMIER SEAFOODS			 ","HYDER,AK","SHP","SIMPSON, JAMES E SR					  ","#2 MANE","","HYDER","AK","99923"
"5925","R & J SEAFOODS					 ","KASILOF,AK","SHP","MEIER, RANDY						    ","PO BOX 165","","KASILOF","AK","99610"
"5945","ALASKA GLACIER SEAFOODS, INC.			 ","JUNEAU,AK","SHP","ERICKSON, MIKE J						   ","PO BOX 34363","","JUNEAU","AK","99803-4363"
"6053","THE AUCTION BLOCK CO.				 ","HOMER,AK","SHP","THE AUCTION BLOCK CO.			      ","4501 ICE DOCK RD","","HOMER","AK","99603"
"6293","COPPER RIVER SEAFOODS, INC.			 ","CORDOVA,AK","SHP","COPPER RIVER SEAFOODS, INC.			","1118 E 5TH AVENUE","","ANCHORAGE","AK","99501"
"7061","TONKA SEAFOODS, INC.				 ","PETERSBURG,AK","SHP","GILBERT, WENDEL					       ","PO BOX 1420","","PETERSBURG","AK","99833"
"7124","SNUG HARBOR SEAFOODS, INC.			 ","KENAI,AK","SHP","DALE, PAUL D						  ","PO BOX 2725","","KENAI","AK","99611"

"Endorsement Codes: BSA=Bering Sea/Aleutian Islands   GOA=Gulf of Alaska   CAT=Catcher Vessel"

"CPR=Catcher/Processor	 MTH=Mothership, 3-200	 SFP=Stationary Floating Processor"

"SUP=Support Vessel   TEN=Tender   HAL=Hook and Line   JIG=Jig/Troll   POT=Pot	 TRW=Trawl"

"1HLA542=Atka Mackerel 1st HLA 542 1HLA543=Atka Mackerel 1st HLA 543   2HLA542=Atka Mackerel 2nd HLA 542"

"2HLA543=Atka Mackerel 2nd HLA 543   GOI=GOA Inshore Processing CHL=PCod Hook and Line"

"CPT=PCod Pot	CTW=PCod Trawl	 PHL=Pollock Hook and Line   PPT=Pollock Pot   PTW=Pollock Trawl"

"AHL=Atka Mackerel Hook and Line   APT=Atka Mackerel Pot   ATW=Atka Mackerel Trawl"
